round,mode,total_reward,average_waiting_time,average_queue_length,throughput,average_travel_time,episode_duration
5,balanced,-161117.25,262.88295269168026,29.836527777777786,1472.0,442.4225122349103,1800.0
5,queue_clearance,-120839.5,197.18352365415987,22.377685185185182,1714.0,400.3042414355628,1800.0
5,main_road_priority,-143355.5,233.92659053833606,26.547314814814822,1630.0,429.29241435562807,1800.0
5,congestion_resistance,-130781.75,213.40497553017946,24.218842592592615,1656.0,410.2822185970636,1800.0
10,balanced,-127353.0,212.9452569995821,23.583888888888893,1617.0,410.0359381529461,1800.0
10,queue_clearance,-123763.0,207.54400670578374,22.91907407407405,1632.0,406.1496227996647,1800.0
10,main_road_priority,-119259.75,199.58803847762442,22.08513888888891,1659.0,400.8891677122543,1800.0
10,congestion_resistance,-126062.5,211.07698744769874,23.344907407407423,1622.0,409.02175732217574,1800.0
